"本の名前","改善されたタイプセットのステータス","変換ステータス","エラー数","品質に関する問題の数","出力ファイル パス","ログ ファイル パス","品質レポート パス"
"kietemo-ita","サポートされています","成功","0","0","/Volumes/SSD2TB/interventionworks/iw-projects/iw-content/books/kietemo-ita/build/kp-out/KPF/kietemo-ita.kpf","/Volumes/SSD2TB/interventionworks/iw-projects/iw-content/books/kietemo-ita/build/kp-out/Logs/kietemo-ita_log.csv",""
